available;dwellingId;rent;lat;deletedAt;lng;size;rooms;year;month
;113128;15000;55.6710434;15-12-2015;12.587163;74;2;2015;12
;165330;17500;55.6778946;10-07-2017;12.5732002;121;3;2017;7
;128076;4800;55.6823502;11-06-2016;12.5133362;16;1;2016;6
;59809;12750;55.684761;02-09-2014;12.6149244;93;4;2014;9
;85943;4000;55.7070961;14-04-2015;12.515976;7;1;2015;4
;163267;14500;55.6660461;03-07-2017;12.6249447;88;3;2017;7
;201582;10400;55.6348305;20-11-2017;12.5797195;64;2;2017;11
;150788;10000;55.7280502;19-11-2016;12.5605106;57;2;2016;11
;189997;17500;55.6814766;24-09-2017;12.5809565;87;4;2017;9
;105604;11726.68;55.7461777;05-10-2015;12.5403643;93;3;2015;10
;146272;3500;55.6936798;16-10-2016;12.5498323;15;1;2016;10
;240605;13500;55.6954422;10-10-2018;12.5970469;76;2;2018;10
;92936;26700;55.6848946;22-07-2015;12.5939608;130;5;2015;7
;113720;17600;55.6609688;16-02-2016;12.5631943;104;4;2016;2
;71923;9500;55.6842728;26-12-2014;12.5246553;90;4;2014;12
;216559;5200;55.7135468;15-03-2018;12.5709267;12;1;2018;3
;245247;16647.42;55.6535301;09-01-2019;12.5677996;134;4;2019;1
;182445;7500;55.687355;07-07-2017;12.4823456;42;1;2017;7
;148707;12400;55.6488571;09-02-2017;12.5520802;83;2;2017;2
;243224;23125;55.7535057;30-01-2019;12.5685654;148;4;2019;1
;209083;8000;55.7057648;06-01-2018;12.5846748;60;2;2018;1
;119374;14000;55.6651726;15-03-2016;12.4630594;113;3;2016;3
;239192;10680;55.7034874;03-10-2018;12.5227547;80;2;2018;10
;238311;6295;55.6841469;04-10-2018;12.5021648;39;1;2018;10
;216238;8269;55.6575775;21-02-2018;12.554369;63;1;2018;2
;177549;19500;55.6439362;08-02-2018;12.5489187;154;5;2018;2
;110620;25000;55.6601601;23-11-2015;12.5857916;136;4;2015;11
;181019;5000;55.6862373;24-07-2017;12.591692;13;1;2017;7
;146000;14500;55.6488571;24-02-2017;12.5520802;94;3;2017;2
;116625;25000;55.7107735;12-02-2016;12.4950457;163;6;2016;2
;134274;14500;55.7096291;12-07-2016;12.5768661;116;3;2016;7
;235938;15095;55.6608429;18-09-2018;12.5030899;108;4;2018;9
;235704;22000;55.6726837;13-09-2018;12.5907726;125;4;2018;9
;165315;3000;55.7024651;10-04-2017;12.524374;20;1;2017;4
;183826;16500;55.6608429;14-07-2017;12.5030899;120;4;2017;7
;188726;12800;55.6654434;13-11-2017;12.6061611;52;2;2017;11
;62767;16500;55.7589912;24-09-2014;12.5696621;118;4;2014;9
;137057;13938;55.6598969;08-08-2016;12.5722389;84;3;2016;8
;167151;17000;55.6698494;06-04-2017;12.5510044;113;5;2017;4
;221589;8800;55.697319;24-03-2018;12.5462427;79;2;2018;3
;64613;4000;55.6590919;10-10-2014;12.6081438;18;1;2014;10
;153987;4060;55.704155;26-12-2016;12.5219593;10;1;2016;12
;134224;20500;55.6782494;11-07-2016;12.5736504;133;3;2016;7
;138335;17950;55.643959;21-04-2017;12.5489149;123;3;2017;4
;202658;2900;55.6862373;16-11-2017;12.591692;14;1;2017;11
;189742;20000;55.648571;28-08-2017;12.5420275;118;4;2017;8
;248062;13000;55.6455193;14-03-2019;12.5486736;89;3;2019;3
;205160;17000;55.6796875;27-12-2017;12.5768671;94;4;2017;12
;236108;17000;55.6625595;16-09-2018;12.5711002;102;3;2018;9
;75339;9784.32;55.6353416;07-01-2015;12.5752192;85;2;2015;1
;143006;12798;55.7035828;28-09-2016;12.5964031;93;2;2016;9
;187406;2000;55.6911583;17-08-2017;12.5417566;74;3;2017;8
;187729;4900;55.6862373;16-08-2017;12.591692;15;1;2017;8
;138960;6800;55.7102394;16-08-2016;12.5349178;58;2;2016;8
;174771;16900;55.6486092;29-05-2017;12.5525246;110;4;2017;5
;85265;22000;55.7076988;30-04-2015;12.5709085;140;5;2015;4
;188445;4000;55.6724586;18-08-2017;12.4850225;10;1;2017;8
;201696;3500;55.6862373;13-11-2017;12.591692;10;1;2017;11
;65359;11796.99;55.6577187;12-11-2014;12.4734612;108;4;2014;11
;79628;14953;55.7061958;12-02-2015;12.5751514;95;4;2015;2
;146963;4000;55.697876;24-10-2016;12.5525007;14;1;2016;10
;239007;9800;55.6594315;29-10-2018;12.5146999;69;1;2018;10
;142881;13300;55.7411118;24-02-2017;12.4908466;98;3;2017;2
;135121;12788;55.6567078;15-07-2016;12.512167;93;3;2016;7
;180634;15800;55.6363754;06-07-2017;12.5760021;115;5;2017;7
;233366;13989.13;55.6607819;27-08-2018;12.6307898;91;3;2018;8
;17210;5700;55.6592407;20-03-2013;12.6059818;57;2;2013;3
;162943;4500;55.653656;20-04-2017;12.6129932;13;1;2017;4
;138378;15400;55.6486053;12-08-2016;12.5524931;84;3;2016;8
;242070;16650;55.6645851;24-10-2018;12.6226473;108;4;2018;10
;138449;16700;55.6486053;22-08-2016;12.5524931;101;4;2016;8
;170936;12055;55.7411118;03-05-2017;12.4908466;96;NA;2017;5
;54043;17500;55.7212143;26-08-2014;12.5018654;165;5;2014;8
;237287;19900;55.6862373;17-09-2018;12.591692;117;4;2018;9
;132585;17000;55.730835;12-09-2016;12.5690079;142;4;2016;9
;211011;35000;55.7332611;19-02-2018;12.5817232;95;3;2018;2
;227454;10300;55.66259;23-05-2018;12.5968304;76;2;2018;5
;176974;18500;55.674778;03-07-2017;12.5696602;160;3;2017;7
;234600;22900;55.6862373;11-10-2018;12.591692;172;5;2018;10
;97392;26700;55.6848946;22-07-2015;12.5939608;130;5;2015;7
;198634;24000;55.6450462;08-02-2018;12.5503368;174;4;2018;2
;131924;20500;55.6782646;30-06-2016;12.5734634;133;3;2016;6
;46341;36000;55.7271652;04-06-2014;12.5855083;162;4;2014;6
;156608;14000;55.6609688;15-02-2017;12.5631943;85;2;2017;2
;214944;12000;55.6582222;01-05-2018;12.6110067;96;4;2018;5
;90617;3400;55.7018318;25-06-2015;12.5319519;17;1;2015;6
;145190;12000;55.6606445;01-11-2016;12.5128431;84;3;2016;11
;146641;4500;55.6824722;16-10-2016;12.4812679;16;1;2016;10
;11250;7500;55.6508751;16-10-2012;12.5991888;61;2;2012;10
;123779;15000;55.7401924;01-05-2016;12.566967;122;4;2016;5
;13998;10597.43;55.6837273;17-12-2012;12.5844297;96;3;2012;12
;182918;4000;55.6862373;17-07-2017;12.591692;11;1;2017;7
;146315;16080;55.6451569;25-10-2016;12.550005;102;4;2016;10
;151111;12542;55.6567078;28-11-2016;12.512167;86;3;2016;11
;80777;13055.83;55.6597939;19-02-2015;12.5707254;118;4;2015;2
;183363;14995;55.6489105;03-10-2017;12.554637;104;3;2017;10
;90304;14500;55.6226196;21-05-2015;12.6088467;116;4;2015;5
;165327;13300;55.6621284;16-03-2017;12.596488;110;3;2017;3
;13877;17200;55.6801147;11-01-2013;12.5266237;103;3;2013;1
;5337;11500;55.6814804;08-06-2012;12.4121208;149;4;2012;6
;60585;4800;55.6559334;05-09-2014;12.4858856;48;2;2014;9
;210790;16500;55.6756516;23-01-2018;12.5173111;85;3;2018;1
;236126;10400;55.7252579;03-09-2018;12.473278;83;3;2018;9
;123171;11167.5;55.6886444;21-04-2016;12.5395479;81;2;2016;4
;88267;25000;55.7096291;26-05-2015;12.5768661;107;4;2015;5
;153263;13300;55.6621284;04-01-2017;12.596488;103;3;2017;1
;110572;12207.48;55.704071;23-11-2015;12.5218391;94;3;2015;11
;242988;15500;55.6465111;27-11-2018;12.5516195;108;4;2018;11
;89478;11000;55.6627197;07-05-2015;12.5967407;86;3;2015;5
;79732;11740.45;55.6353416;06-02-2015;12.5752192;102;3;2015;2
;128538;4915;55.6813545;26-05-2016;12.5162983;86;3;2016;5
;212175;3750;55.7182617;17-02-2018;12.4899969;29;1;2018;2
;173983;13119.75;55.6562996;18-05-2017;12.5187492;107;3;2017;5
;249278;14150;55.6598511;;12.5150604;92;3;1900;1
;16414;14010;55.64571;04-03-2013;12.5493279;102;3;2013;3
;142321;4000;55.7016182;10-09-2016;12.5273952;17;1;2016;9
;138948;5000;55.6835403;20-08-2016;12.5749454;20;1;2016;8
;190680;14950;55.7071533;01-09-2017;12.5957975;98;3;2017;9
;14794;29800;55.6799889;07-04-2013;12.591465;247;6;2013;4
;208311;3800;55.6674957;23-02-2018;12.6006594;14;1;2018;2
;142888;13300;55.7411118;15-09-2016;12.4908466;102;4;2016;9
;38322;17500;55.6478233;19-03-2014;12.5485373;117;2;2014;3
;177283;2400;55.700264;13-06-2017;12.5366983;14;1;2017;6
;194105;14622.6;55.6535301;13-12-2017;12.5677996;100;3;2017;12
01-06-2019;253534;12553.09;55.7411118;;12.4908466;83;3;2019;6
;72853;14500;55.7315674;13-01-2015;12.5800552;90;3;2015;1
;26848;12500;55.6463661;17-10-2013;12.552042;93;3;2013;10
;248214;16995;55.6488762;01-04-2019;12.554678;103;3;2019;4
;106283;13500;55.6455116;11-10-2015;12.5478773;85;3;2015;10
;22355;27500;55.734375;29-07-2013;12.5718737;228;6;2013;7
;171612;3950;55.681778;05-05-2017;12.5091352;16;1;2017;5
;171143;8885;55.7071991;31-05-2017;12.5017157;31;1;2017;5
;33112;16200;55.6789665;20-03-2014;12.5702085;105;4;2014;3
;134228;16000;55.6782494;11-07-2016;12.5736504;94;3;2016;7
;174156;4800;55.6862373;29-05-2017;12.591692;16;1;2017;5
;216172;13900;55.6432304;31-05-2018;12.5845518;92;2;2018;5
;87959;14955;55.703743;24-06-2015;12.5967598;98;3;2015;6
;224955;15650;55.6653519;19-07-2018;12.6235104;115;4;2018;7
;192218;14300;55.6348305;22-12-2017;12.5797195;114;4;2017;12
;198657;14750;55.6450462;06-04-2018;12.5503368;107;4;2018;4
;234282;20100;55.6711998;13-08-2018;12.5840101;132;5;2018;8
;120221;14800;55.6609688;25-02-2016;12.5631943;78;3;2016;2
;141983;3300;55.6936798;15-09-2016;12.5498323;11;1;2016;9
;146999;12200;55.6606445;17-10-2016;12.5128431;83;3;2016;10
;59249;32000;55.6799965;26-03-2015;12.6022844;210;5;2015;3
;236953;16500;55.6634521;26-10-2018;12.6302652;112;3;2018;10
;145546;15280;55.7036743;05-10-2016;12.5958509;96;3;2016;10
;94794;13900;55.6624222;23-07-2015;12.6298523;103;3;2015;7
;183546;23766;55.6862373;31-08-2017;12.591692;130;5;2017;8
;182866;16200;55.6856575;10-10-2017;12.481288;101;3;2017;10
;131495;16760;55.6538391;01-02-2017;12.5683403;127;4;2017;2
;222810;3800;55.6241302;13-04-2018;12.4874983;11;1;2018;4
;134013;15513;55.6489716;11-08-2016;12.5524588;102;3;2016;8
;44528;17200;55.6800919;26-06-2014;12.5276909;103;3;2014;6
;228548;11400;55.6598282;03-08-2018;12.51369;88;2;2018;8
;30946;3700;55.6999016;03-02-2014;12.5349932;19;1;2014;2
;213894;14150;55.6179123;16-04-2018;12.5700464;102;4;2018;4
01-05-2019;247961;12600;55.6450157;;12.5485058;86;2;2019;5
;85050;12400;55.6562386;07-04-2015;12.5694799;94;3;2015;4
;224558;14500;55.6718979;19-04-2018;12.5398273;78;2;2018;4
;223510;8635.15;55.7050095;10-04-2018;12.5438604;48;2;2018;4
;220444;13500;55.7033539;13-03-2018;12.5961819;93;2;2018;3
;222402;14100;55.6584282;30-04-2018;12.632225;111;3;2018;4
;137166;14000;55.6508751;15-08-2016;12.5991888;73;2;2016;8
;122247;13154.13;55.6508751;04-05-2016;12.5991888;101;4;2016;5
;180617;3850;55.7047005;16-07-2017;12.5783739;12;1;2017;7
;169484;4800;55.6680908;09-05-2017;12.5028191;18;1;2017;5
;51857;13350;55.652401;16-09-2014;12.5497704;99;3;2014;9
;151517;11000;55.7274017;25-11-2016;12.4786539;72;3;2016;11
;131543;4200;55.6414871;13-06-2016;12.589489;13;1;2016;6
;77792;8000;55.6977425;27-01-2015;12.4792891;85;4;2015;1
;56007;16500;55.6709557;17-11-2014;12.5876684;103;3;2014;11
;215512;14700;55.6484642;19-02-2018;12.5525227;111;3;2018;2
;177194;13413;55.6490517;12-06-2017;12.5352726;87;3;2017;6
;238271;6095;55.6841469;04-10-2018;12.5021648;35;1;2018;10
;25653;8000;55.7370148;09-10-2013;12.5092249;76;3;2013;10
;175492;13300;55.6862373;13-07-2017;12.591692;73;3;2017;7
;193730;17500;55.7524223;21-09-2017;12.5506325;105;4;2017;9
;88156;8900;55.6322975;27-04-2015;12.5744886;73;2;2015;4
;49327;12000;55.6847038;24-06-2014;12.6148949;104;3;2014;6
;184622;16800;55.6549416;13-08-2017;12.4945793;141;4;2017;8
;119278;6800;55.6955261;08-03-2016;12.527565;75;2;2016;3
;87824;14000;55.6352692;06-05-2015;12.5777359;99;3;2015;5
;154416;15466.66;55.6363182;19-01-2017;12.5750952;116;5;2017;1
;126891;19000;55.6719894;07-06-2016;12.5770102;170;5;2016;6
;133637;4000;55.7504272;02-07-2016;12.5259857;10;1;2016;7
;242620;14800;55.7050095;01-03-2019;12.5857801;106;3;2019;3
;9501;17500;55.678112;09-01-2013;12.5727234;142;3;2013;1
;222277;NA;55.65625;29-06-2018;12.5114603;93;NA;2018;6
;157057;6800;55.6540909;06-02-2017;12.6161079;56;2;2017;2
;249837;13300;55.6522217;;12.5564299;77;3;1900;1
;191863;12600;55.6520767;30-07-2018;12.5539103;80;3;2018;7
;252861;14200;55.6646309;01-04-2019;12.6239681;105;4;2019;4
;139194;5450;55.6446877;19-08-2016;12.4782171;47;1;2016;8
01-05-2019;250583;27000;55.6812172;;12.5798063;151;3;2019;5
;176341;18000;55.6601563;17-06-2017;12.5857706;124;4;2017;6
;228627;14300;55.6598282;26-09-2018;12.51369;98;4;2018;9
;172111;22500;55.6814842;26-09-2017;12.5818872;146;4;2017;9
;198441;4200;55.6928902;17-11-2017;12.5478048;18;1;2017;11
;119809;3500;55.6507072;20-03-2016;12.5481758;15;1;2016;3
;136818;14518;55.6200218;18-08-2016;12.571023;102;3;2016;8
;176504;6400;55.7015877;28-06-2017;12.5301275;37;1;2017;6
;167347;4200;55.690876;30-03-2017;12.5389748;13;1;2017;3
;148260;4800;55.6933327;04-11-2016;12.5470819;16;1;2016;11
;39552;28000;55.7497139;27-03-2014;12.5607481;232;6;2014;3
;87370;5000;55.6618271;14-05-2015;12.6301622;NA;1;2015;5
;143515;18000;55.6761017;18-11-2016;12.5683403;118;2;2016;11
;128406;14250;55.6452255;09-06-2016;12.5504589;91;3;2016;6
;96624;6000;55.7061653;14-07-2015;12.5774746;50;2;2015;7
;247020;14850;55.6483192;07-01-2019;12.5533247;113;3;2019;1
;22786;10300;55.725174;30-07-2013;12.4731359;97;3;2013;7
;221946;10995;55.6508751;28-03-2018;12.5991888;65;2;2018;3
;146469;12000;55.7274017;12-10-2016;12.4786539;97;4;2016;10
;47514;12000;55.6551476;24-06-2014;12.6101933;110;3;2014;6
;201308;12200;55.6629601;08-11-2017;12.6235332;81;2;2017;11
;107343;7025;55.6933594;22-10-2015;12.5453711;43;1;2015;10
;166220;3899;55.7062912;30-04-2017;12.4325333;15;1;2017;4
;213639;6000;55.6858597;19-02-2018;12.5269432;14;1;2018;2
;159105;4300;55.6689873;28-03-2017;12.499279;7;1;2017;3
;170926;3000;55.6563301;07-12-2017;12.4052858;NA;1;2017;12
;165642;35037.5;55.7344513;16-03-2017;12.5739117;271;6;2017;3
;58137;14800;55.757309;06-10-2014;12.5757961;140;4;2014;10
;171808;14280;55.648571;15-06-2017;12.5420275;112;3;2017;6
01-06-2019;255031;15063.65;55.6841011;;12.6151304;102;2;2019;6
;1374;32500;55.7568321;18-01-2012;12.4478054;324;7;2012;1
;85907;3500;55.6714287;14-04-2015;12.4590139;28;1;2015;4
;245424;18000;55.6610527;;12.6186275;60;2;1900;1
;220791;4000;55.7033234;13-04-2018;12.5534239;15;1;2018;4
;115666;4600;55.6707611;13-01-2016;12.5311203;12;1;2016;1
;174326;6000;55.6862373;18-05-2017;12.591692;19;1;2017;5
;205323;3500;55.694622;22-12-2017;12.5390015;12;1;2017;12
;138680;12000;55.6370201;13-09-2016;12.6183891;108;3;2016;9
;113753;11500;55.6609688;04-01-2016;12.5631943;62;2;2016;1
;146112;4500;55.7108002;31-10-2016;12.5752115;16;1;2016;10
;144579;10575;55.7043457;30-09-2016;12.5459661;94;2;2016;9
;157505;12500;55.7411118;17-03-2017;12.4908466;102;4;2017;3
;181948;19000;55.6738968;16-08-2017;12.540905;110;3;2017;8
;228271;33000;55.6844406;21-09-2018;12.5880156;292;6;2018;9
;179315;17135.08;55.6535301;13-12-2017;12.5677996;129;4;2017;12
;206303;17600;55.648159;16-05-2018;12.5525599;131;4;2018;5
;161970;14572;55.6451569;27-03-2017;12.550005;91;4;2017;3
;107007;11500;55.7119179;21-11-2015;12.5716114;72;3;2015;11
;222580;18500;55.6348305;25-04-2018;12.5797195;128;5;2018;4
;225934;14622;55.7133751;24-07-2018;12.5453234;141;5;2018;7
;133728;26000;55.7521858;30-06-2016;12.5529137;216;5;2016;6
;141240;10000;55.7038612;06-09-2016;12.5876312;53;2;2016;9
;165420;11600;55.6608429;17-03-2017;12.5030899;82;3;2017;3
;144379;16008;55.6202431;01-12-2016;12.5730009;113;4;2016;12
;211013;21583;55.6730194;23-01-2018;12.5413427;148;3;2018;1
01-02-2019;243462;12600;55.6449089;;12.5476389;88;3;2019;2
;64348;3305;55.684761;15-10-2014;12.6149244;8;1;2014;10
;212563;15200;55.6612167;31-01-2018;12.6194324;96;4;2018;1
;42296;3500;55.7032394;20-05-2014;12.4965343;64;2;2014;5
;15162;14483.02;55.7005043;25-01-2013;12.594532;124;3;2013;1
;140491;13600;55.6486053;07-10-2016;12.5524931;90;3;2016;10
;214725;4800;55.6414871;10-03-2018;12.589489;19;1;2018;3
;85202;15850;55.6504822;22-04-2015;12.5495892;109;4;2015;4
;54063;16400;55.6861153;12-08-2014;12.5882149;114;4;2014;8
;103129;15900;55.6690254;22-10-2015;12.5499763;82;3;2015;10
;134203;5300;55.6644859;07-07-2016;12.5163126;15;1;2016;7
;145760;3500;55.6622887;06-10-2016;12.6072044;12;1;2016;10
;39121;3000;55.6733475;12-05-2014;12.5748777;36;1;2014;5
;136496;14000;55.6838837;10-10-2016;12.58531;74;2;2016;10
01-06-2019;252890;10800;55.6646309;;12.6239681;61;2;2019;6
;212462;7000;55.6563721;25-02-2018;12.5907288;10;1;2018;2
;41938;12399.96;55.6561203;08-05-2014;12.5115271;91;3;2014;5
;152516;22800;55.68256;12-12-2016;12.5622005;110;3;2016;12
;21243;12800;55.6510544;22-06-2013;12.5475216;98;3;2013;6
;220503;20000;55.6796722;13-03-2018;12.593338;123;3;2018;3
;52308;12750;55.6847038;10-07-2014;12.6148949;93;3;2014;7
;193914;5200;55.6862373;04-10-2017;12.591692;11;1;2017;10
;93859;3700;55.7072983;25-06-2015;12.5851851;20;1;2015;6
;225971;30000;55.7429733;16-01-2019;12.5323801;169;7;2019;1
;172265;15000;55.659729;13-07-2017;12.5143566;129;4;2017;7
;19160;10392.69;55.740612;13-06-2013;12.4926634;97;3;2013;6
;155028;5129;55.7424164;20-12-2016;12.4310684;80;3;2016;12
;236143;12500;55.6581497;26-11-2018;12.5106497;100;2;2018;11
;170580;14400;55.6486092;08-08-2017;12.5525246;90;3;2017;8
;213348;24950;55.6871262;27-06-2018;12.5955544;121;3;2018;6
01-11-2018;237703;14500;55.6515312;;12.5554829;103;3;2018;11
;60080;18900;55.6862373;13-10-2014;12.591692;145;4;2014;10
;87817;11585;55.7037277;06-05-2015;12.5967894;86;2;2015;5
;123248;3000;55.6457062;04-04-2016;12.5267038;8;1;2016;4
;231132;17000;55.6721535;01-08-2018;12.5481024;127;4;2018;8
;83179;14500;55.7439575;30-03-2015;12.5450268;150;4;2015;3
;133599;11625;55.6954193;27-06-2016;12.5701857;96;3;2016;6
;143559;8807;55.6714134;21-09-2016;12.5156212;83;3;2016;9
;29319;3500;55.6445885;02-12-2013;12.5022392;10;1;2013;12
;114356;11000;55.6862373;29-12-2015;12.591692;75;2;2015;12
;85813;4000;55.6862373;06-04-2015;12.591692;10;1;2015;4
;175330;4200;55.6630516;26-05-2017;12.5187511;22;1;2017;5
;161014;12277;55.632412;06-03-2017;12.5762177;87;2;2017;3
;208683;3500;55.6862373;29-01-2018;12.591692;20;1;2018;1
;159965;10545;55.6987801;16-02-2017;12.552722;60;2;2017;2
;180207;20900;55.6838875;10-01-2018;12.5713587;157;NA;2018;1
;136109;32000;55.6921234;28-10-2016;12.5869474;294;4;2016;10
;224736;14800;55.7054901;27-03-2019;12.4359903;118;4;2019;3
;147916;19000;55.6786537;26-10-2016;12.5746126;114;2;2016;10
;243144;12402.75;55.665699;13-11-2018;12.5830002;90;3;2018;11
;185253;16995;55.7116814;17-08-2017;12.5723801;101;4;2017;8
;197481;15667;55.6364326;27-10-2017;12.5759878;116;5;2017;10
;132404;40000;55.6609688;15-08-2016;12.5631943;223;5;2016;8
;212455;14700;55.6593704;12-03-2018;12.5129604;108;4;2018;3
;185621;15000;55.6175995;03-08-2017;12.5677137;107;4;2017;8
;139795;16600;55.6486053;22-08-2016;12.5524931;103;4;2016;8
;173473;8000;55.6783676;06-06-2017;12.5332947;25;1;2017;6
;126438;12000;55.6662827;23-06-2016;12.6123667;90;3;2016;6
;144308;9333.3;55.6213417;10-10-2016;12.5735636;70;2;2016;10
;52615;4500;55.6848297;13-09-2014;12.6148872;10;1;2014;9
;114087;10500;55.6176529;11-01-2016;12.5704861;78;2;2016;1
;169971;18130.8;55.6508751;12-07-2017;12.5991888;112;4;2017;7
;147617;13417;55.6567078;04-11-2016;12.512167;92;3;2016;11
;215326;18000;55.7096291;07-02-2018;12.5768661;169;5;2018;2
;228290;NA;55.6460495;11-06-2018;12.5489101;100;NA;2018;6
;220676;15000;55.6795006;15-03-2018;12.5680771;80;4;2018;3
;149343;9500;55.75494;09-01-2017;12.4864655;33;1;2017;1
;193698;4000;55.6488266;21-09-2017;12.6154776;18;1;2017;9
;74592;10417;55.6528969;07-01-2015;12.5194778;80;2;2015;1
;151081;50000;55.7082253;07-04-2017;12.5962648;222;4;2017;4
;162647;4495;55.6813545;21-03-2017;12.5162983;73;2;2017;3
;131562;2000;55.6557121;02-07-2016;12.6131144;20;1;2016;7
;145914;17700;55.6488571;15-11-2017;12.5520802;128;4;2017;11
;227077;19000;55.6916275;25-09-2018;12.580554;203;3;2018;9
;137502;4500;55.6459846;04-08-2016;12.5977526;10;1;2016;8
;224115;17300;55.7103539;14-05-2018;12.5727396;101;4;2018;5
;76636;18000;55.6787262;20-02-2015;12.5528994;123;3;2015;2
;89733;14600;55.6598701;11-05-2015;12.511384;112;4;2015;5
;102439;4800;55.654068;01-12-2015;12.5481033;NA;1;2015;12
;87964;11200;55.6580734;27-04-2015;12.5109072;95;3;2015;4
;246378;12000;55.6207085;07-03-2019;12.5712299;81;3;2019;3
;111121;22000;55.6781883;18-02-2016;12.5888109;142;4;2016;2
;198863;13250;55.6450462;23-03-2018;12.5503368;84;3;2018;3
;195288;15000;55.6939812;11-10-2017;12.4922962;106;3;2017;10
;215492;12076;55.6601906;22-02-2018;12.5587349;66;2;2018;2
;111168;14000;55.5994987;23-12-2015;12.6565542;109;5;2015;12
;211699;13800;55.6572037;24-01-2018;12.5126448;85;3;2018;1
;37859;3000;55.6821671;23-04-2014;12.4980297;12;1;2014;4
;225668;18500;55.6567345;27-06-2018;12.5103149;127;5;2018;6
;178574;13500;55.6856575;07-07-2017;12.481288;84;3;2017;7
;213786;10900;55.6352539;05-02-2018;12.5777369;68;2;2018;2
;184194;5500;55.6763344;09-09-2017;12.5956535;20;1;2017;9
;179751;10000;55.6806717;20-06-2017;12.5184956;66;2;2017;6
;87928;18531;55.7037506;15-05-2015;12.5967417;127;4;2015;5
;1905;7300;55.7096291;15-11-2011;12.5768661;56;2;2011;11
;9942;11022.52;55.6347809;08-10-2012;12.575345;102;3;2012;10
;125408;12000;55.6611671;18-04-2016;12.6192598;87;2;2016;4
;182344;17500;55.6814766;24-07-2017;12.5809565;87;4;2017;7
;247042;13928;55.6596718;07-03-2019;12.5712204;95;3;2019;3
;171535;15250;55.6442986;04-10-2018;12.5504971;98;4;2018;10
;191092;16223;55.6601906;13-09-2017;12.5587349;100;4;2017;9
;174056;20789.46;55.7035599;15-06-2017;12.5947828;129;4;2017;6
;124507;19500;55.6807785;11-04-2016;12.5729179;126;4;2016;4
;116718;14323.39;55.6508751;01-05-2016;12.5991888;98;4;2016;5
;236234;14250;55.6190529;27-09-2018;12.5686007;101;4;2018;9
;91207;4200;55.6888924;13-06-2015;12.5601816;20;1;2015;6
;150058;14950;55.643959;16-03-2017;12.5489149;98;4;2017;3
;75195;19298;55.6758461;09-01-2015;12.5438881;186;5;2015;1
;89764;11600;55.6598701;11-05-2015;12.511384;87;3;2015;5
;111468;22900;55.7032852;16-12-2015;12.5874043;168;7;2015;12
;172236;16200;55.659729;09-05-2017;12.5143566;137;5;2017;5
;65611;10333;55.70644;16-10-2014;12.5351677;80;2;2014;10
;235619;14400;55.6190529;27-09-2018;12.5686007;103;4;2018;9
;186601;3500;55.6849823;06-08-2017;12.5580606;12;1;2017;8
;197827;5000;55.7179527;13-12-2017;12.5583849;21;1;2017;12
;184839;13550;55.6653519;24-07-2017;12.6235104;90;3;2017;7
;121622;17405;55.7076111;17-03-2016;12.5797873;139;3;2016;3
;195550;22500;55.6987648;04-10-2017;12.6000452;151;4;2017;10
;2504;40000;55.6797714;13-12-2011;12.5374174;435;8;2011;12
;188705;5000;55.6862373;18-09-2017;12.591692;12;1;2017;9
;177181;13400;55.6490517;12-09-2017;12.5352726;96;3;2017;9
;207207;3950;55.6862373;17-12-2017;12.591692;18;1;2017;12
;121336;18000;55.6656914;11-03-2016;12.5941792;135;4;2016;3
;247169;5000;55.6946869;29-01-2019;12.530715;7;1;2019;1
;134847;3500;55.735836;05-07-2016;12.520381;12;1;2016;7
;159362;13200;55.687027;10-02-2017;12.4824057;96;3;2017;2
;184278;12600;55.6602783;22-12-2017;12.5706196;90;3;2017;12
;162077;7500;55.663929;21-02-2017;12.5855865;80;3;2017;2
01-07-2019;248528;14100;55.7593079;;12.4516582;109;4;2019;7
;236539;12833;55.6555672;13-09-2018;12.5531263;88;3;2018;9
;138327;19500;55.643959;27-09-2016;12.5489149;109;3;2016;9
;251382;16350;55.7121849;22-02-2019;12.5630589;109;3;2019;2
;244024;16900;55.6543083;;12.5466452;123;4;1900;1
;248132;14650;55.6190529;02-04-2019;12.5686007;103;4;2019;4
;153507;5000;55.6716957;30-01-2017;12.5545664;12;1;2017;1
;129644;14000;55.6490517;04-07-2016;12.5352726;105;3;2016;7
;248768;16530;55.6336594;;12.5971346;120;4;1900;1
;154166;13500;55.7574768;30-01-2017;12.5706797;54;2;2017;1
;242763;NA;55.6592598;05-11-2018;12.5129499;67;NA;2018;11
;191579;4500;55.6862373;05-10-2017;12.591692;70;1;2017;10
;153219;5000;55.6766548;07-01-2017;12.588254;35;1;2017;1
;92816;5800;55.67099;02-07-2015;12.5858097;16;1;2015;7
;197107;18000;55.6434555;29-01-2018;12.5946875;140;6;2018;1
;226497;13750;55.6207047;28-12-2018;12.5732136;109;3;2018;12
;19637;9879.05;55.7003555;03-06-2013;12.594492;102;2;2013;6
;89975;19000;55.6803436;02-07-2015;12.4834337;122;5;2015;7
;165859;14950;55.6439514;21-04-2017;12.548912;97;4;2017;4
;13617;8653.15;55.6634636;10-12-2012;12.6009169;87;3;2012;12
;174716;4500;55.6862373;14-06-2017;12.591692;12;1;2017;6
;187374;7500;55.6639404;10-08-2017;12.5855894;55;2;2017;8
;142880;13300;55.7411118;11-01-2017;12.4908466;98;3;2017;1
