5823445,a,1550064038
5823443,a,1550063974
5823440,a,1550063388
5823437,a,1550063013
5823436,a,1550063010
5823435,a,1550063006
5823434,a,1550063003
5823431,a,1550062992
5823430,a,1550062989
5823429,a,1550062985
5823428,a,1550062981
5823427,a,1550062977
5823426,a,1550062974
5823425,a,1550062970
5823424,a,1550062966
5823423,a,1550062963
5823421,a,1550062955
5823420,a,1550062952
5823419,a,1550062928
5823416,a,1550062741
5823415,a,1550062625
5823405,a,1550061842
5823402,a,1550061508
5823400,a,1550061023
5823399,a,1550061004
5823397,a,1550060809
5823392,a,1550060342
5823386,a,1550059640
5823382,a,1550058642
5823380,a,1550058629
5823376,a,1550058028
5823370,a,1550057281
5823369,a,1550057134
5823368,a,1550056832
5823362,a,1550055761
5823361,a,1550055715
5823360,a,1550055702
5823356,a,1550055520
5823355,a,1550055191
5823353,a,1550055091
5823351,a,1550054763
5823348,a,1550054189
5823335,a,1550051803
5823328,a,1550051057
5823327,a,1550051056
5823322,a,1550050221
5823320,a,1550049896
5823317,a,1550049643
5823306,a,1550047616
5823305,a,1550047261
5823303,a,1550047009
5823301,a,1550046877
5823298,a,1550046230
5823295,a,1550045626
5823294,a,1550045608
5823290,a,1550045127
5823282,a,1550043836
5823278,a,1550043048
5823274,a,1550041737
5823272,a,1550040174
5823265,a,1550011939
5823263,a,1550011927
5823259,a,1550009820
5823258,a,1550009038
5823257,a,1550008671
5823252,a,1550004706
5823248,a,1550002751
5823247,a,1550002437
5823241,a,1550001299
5823238,a,1550000514
5823237,a,1549999973
5823235,a,1549999510
5823230,a,1549997026
5823229,a,1549996309
5823228,a,1549996025
5823227,a,1549996010
5823224,a,1549994372
5823220,a,1549993009
5823219,a,1549992555
5823215,a,1549990840
5823214,a,1549990828
5823212,a,1549990717
5823208,a,1549988946
5823202,a,1549987959
5823199,a,1549987720
5823198,a,1549987625
5823193,a,1549986696
5823185,a,1549983782
5823184,a,1549983776
5823178,a,1549982613
5823174,a,1549982337
5823173,a,1549982317
5823167,a,1549980990
5823163,a,1549980581
5823160,a,1549980379
5823144,a,1549979418
5823142,a,1549979180
5823141,a,1549979016
5823139,a,1549978712
5823138,a,1549978587
5823122,a,1549977368
5823120,a,1549977259
5823109,a,1549976025
5823106,a,1549975654
5823095,a,1549975045
5823093,a,1549974861
5823085,a,1549973504
5823075,a,1549971453
5823068,a,1549970920
5823066,a,1549970896
5823064,a,1549970687
5823063,a,1549970680
5823061,a,1549970217
5823057,a,1549969550
5823054,a,1549968803
5823052,a,1549968781
5823045,a,1549967602
5823037,a,1549966879
5823028,a,1549966402
5823003,a,1549964773
5822995,a,1549964341
5822978,a,1549963387
5822972,a,1549963002
5822970,a,1549962652
5822962,a,1549962046
5822953,a,1549961451
5822949,a,1549961219
5822947,a,1549960873
5822946,a,1549960753
5822944,a,1549960728
5822937,a,1549960300
5822932,a,1549959725
5822913,a,1549957437
5822906,a,1549956589
5822900,a,1549953380
5822896,a,1549943308
5822890,a,1549943269
5822887,a,1549930735
5822886,a,1549930732
5822883,a,1549925541
5822881,a,1549925534
5822880,a,1549925524
5822879,a,1549925522
5822876,a,1549923862
5822873,a,1549921913
5822868,a,1549919966
5822840,a,1549909551
5822839,a,1549909409
5822835,a,1549908744
5822822,a,1549905807
5822815,a,1549904112
5822806,a,1549901667
5822802,a,1549901038
5822798,a,1549899972
5822795,a,1549899081
5822782,a,1549897205
5822780,a,1549897114
5822777,a,1549896689
5822768,a,1549896390
5822766,a,1549896125
5822762,a,1549895233
5822761,a,1549895204
5822754,a,1549894575
5822753,a,1549893954
5822750,a,1549893774
5822749,a,1549893699
5822748,a,1549893694
5822743,a,1549893368
5822737,a,1549893005
5822736,a,1549892929
5822725,a,1549892056
5822720,a,1549891495
5822718,a,1549891327
5822717,a,1549891074
5822713,a,1549890781
5822712,a,1549890714
5822711,a,1549890670
5822710,a,1549890503
5822707,a,1549889999
5822706,a,1549889964
5822705,a,1549889896
5822703,a,1549889766
5822701,a,1549889672
5822700,a,1549889621
5822689,a,1549888618
5822688,a,1549888565
5822687,a,1549888515
5822681,a,1549888091
5822678,a,1549887268
5822674,a,1549886233
5822673,a,1549886227
5822671,a,1549886197
5822670,a,1549886147
5822669,a,1549886144
5822668,a,1549886072
5822666,a,1549885959
5822653,a,1549885026
5822651,a,1549884651
5822649,a,1549884323
5822648,a,1549884091
5822647,a,1549884089
5822646,a,1549884087
5822644,a,1549884058
5822643,a,1549884056
5822642,a,1549884054
5822641,a,1549884052
5822640,a,1549884050
5822636,a,1549884042
5822635,a,1549884041
5822634,a,1549884039
5822633,a,1549884038
5822631,a,1549884034
5822630,a,1549884032
5822629,a,1549884030
5822627,a,1549884026
5822626,a,1549884025
5822624,a,1549884021
5822622,a,1549884018
5822620,a,1549884014
5822619,a,1549884012
5822618,a,1549884010
5822617,a,1549884008
5822616,a,1549884006
5822614,a,1549884003
5822613,a,1549884001
5822612,a,1549883999
5822610,a,1549883996
5822608,a,1549883992
5822607,a,1549883990
5822606,a,1549883987
5822604,a,1549883584
5822602,a,1549883280
5822601,a,1549883143
5822596,a,1549883006
5822595,a,1549883005
5822593,a,1549882831
5822592,a,1549882826
5822591,a,1549882822
5822587,a,1549882596
5822581,a,1549881840
5822580,a,1549881721
5822572,a,1549881276
5822571,a,1549881210
5822567,a,1549880661
5822557,a,1549878950
5822552,a,1549878748
5822548,a,1549878627
5822547,a,1549878625
5822544,a,1549878585
5822540,a,1549878346
5822532,a,1549877990
5822524,a,1549877869
5822521,a,1549877761
5822518,a,1549877669
5822516,a,1549877559
5822515,a,1549877497
5822514,a,1549877479
5822511,a,1549877374
5822510,a,1549877302
5822498,a,1549876240
5822492,a,1549875537
5822489,a,1549875354
5822486,a,1549875211
5822484,a,1549875192
5822483,a,1549875189
5822464,a,1549873133
5822461,a,1549872941
5822460,a,1549872846
5822458,a,1549872737
5822455,a,1549872469
5822447,a,1549870328
5822439,a,1549837740
5822433,a,1549835869
5822432,a,1549834652
5822428,a,1549833529
5822414,a,1549826730
5822407,a,1549822753
5822402,a,1549818892
5822400,a,1549817442
5822398,a,1549816961
5822396,a,1549816754
5822394,a,1549816145
5822392,a,1549815821
5822383,a,1549812814
5822377,a,1549811309
5822375,a,1549811195
5822372,a,1549810599
5822368,a,1549809229
5822367,a,1549809027
5822361,a,1549807793
5822359,a,1549807615
5822357,a,1549806041
5822349,a,1549804160
5822336,a,1549802437
5822332,a,1549801001
5822328,a,1549799388
5822327,a,1549799108
5822326,a,1549798936
5822324,a,1549798693
5822323,a,1549798416
5822322,a,1549798033
5822313,a,1549795891
5822312,a,1549795077
5822305,a,1549792131
5822303,a,1549791091
5822298,a,1549788672
5822295,a,1549787215
5822294,a,1549787132
5822288,a,1549782828
5822280,a,1549752335
5822277,a,1549747736
5822273,a,1549744215
5822264,a,1549741126
5822259,a,1549736544
5822252,a,1549731668
5822250,a,1549731517
5822246,a,1549728856
5822241,a,1549727592
5822237,a,1549725619
5822236,a,1549725222
5822211,a,1549718335
5822210,a,1549717838
5822208,a,1549716275
5822207,a,1549716006
5822204,a,1549715242
5822197,a,1549712359
5822194,a,1549711533
5822188,a,1549709572
5822175,a,1549705535
5822167,a,1549701597
5822166,a,1549701514
5822165,a,1549700915
5822164,a,1549700727
5822163,a,1549700194
5822160,a,1549689755
5822158,a,1549689203
5822157,a,1549684098
5822154,a,1549678968
5822152,a,1549671535
5822149,a,1549662081
5822143,a,1549657765
5822141,a,1549656062
5822139,a,1549655351
5822136,a,1549654149
5822135,a,1549653935
5822128,a,1549651244
5822127,a,1549650979
5822125,a,1549650544
5822112,a,1549646297
5822104,a,1549644586
5822102,a,1549643351
5822101,a,1549643215
5822095,a,1549641391
5822093,a,1549641082
5822089,a,1549640698
5822086,a,1549640065
5822079,a,1549637820
5822078,a,1549636900
5822077,a,1549636896
5822076,a,1549636890
5822075,a,1549636886
5822072,a,1549635792
5822067,a,1549633764
5822066,a,1549633734
5822053,a,1549631503
5822044,a,1549630368
5822040,a,1549630135
5822039,a,1549630115
5822035,a,1549629965
5822034,a,1549629896
5822031,a,1549628954
5822023,a,1549628088
5822021,a,1549627978
5822013,a,1549627170
5822011,a,1549626980
5822004,a,1549626653
5822003,a,1549626652
5821998,a,1549626527
5821987,a,1549625686
5821985,a,1549625663
5821983,a,1549625577
5821981,a,1549625324
5821976,a,1549624973
5821971,a,1549623839
5821968,a,1549623751
5821967,a,1549623647
5821962,a,1549622985
5821961,a,1549622688
5821957,a,1549622141
5821948,a,1549620811
5821932,a,1549618037
5821917,a,1549617339
5821915,a,1549617192
5821910,a,1549615846
5821907,a,1549615563
5821906,a,1549615071
5821904,a,1549614880
5821903,a,1549614870
5821896,a,1549613880
5821886,a,1549611198
5821880,a,1549610294
5821875,a,1549609135
5821862,a,1549605928
5821856,a,1549597708
5821854,a,1549597682
5821853,a,1549597670
5821848,a,1549585102
5821844,a,1549585095
5821840,a,1549580322
5821837,a,1549575302
5821834,a,1549573412
5821822,a,1549568547
5821814,a,1549565604
5821807,a,1549563331
5821805,a,1549562801
5821797,a,1549559912
5821787,a,1549559908
5821771,a,1549555547
5821770,a,1549555395
5821769,a,1549555353
5821763,a,1549554591
5821762,a,1549554584
5821761,a,1549554385
5821760,a,1549554130
5821759,a,1549554037
5821758,a,1549553914
5821756,a,1549553756
5821755,a,1549553685
5821753,a,1549553192
5821747,a,1549552763
5821740,a,1549551865
5821739,a,1549551753
5821738,a,1549551664
5821735,a,1549551532
5821732,a,1549551176
5821728,a,1549550879
5821727,a,1549550751
5821726,a,1549550624
5821725,a,1549550482
5821723,a,1549550170
5821722,a,1549550021
5821721,a,1549549949
5821708,a,1549548681
5821701,a,1549548156
5821697,a,1549547804
5821694,a,1549547709
5821693,a,1549547553
5821692,a,1549547523
5821690,a,1549547433
5821686,a,1549547210
5821684,a,1549547091
5821683,a,1549546904
5821680,a,1549546384
5821674,a,1549545910
5821667,a,1549545687
5821663,a,1549545577
5821662,a,1549545573
5821661,a,1549545568
5821660,a,1549545564
5821659,a,1549545559
5821658,a,1549545556
5821654,a,1549545538
5821651,a,1549545529
5821649,a,1549545208
5821647,a,1549545059
5821646,a,1549544878
5821645,a,1549544659
5821644,a,1549544549
5821643,a,1549544365
5821642,a,1549544044
5821639,a,1549543563
5821637,a,1549543136
5821632,a,1549542738
5821626,a,1549542290
5821623,a,1549542185
5821612,a,1549540446
5821611,a,1549540316
5821605,a,1549539744
5821588,a,1549537324
5821289,a,1549463250
5820707,a,1549367589
5819446,a,1548967584
5818767,a,1548837019
5818476,a,1548757009
5816924,a,1548242869
5816730,a,1548222559
5816051,a,1548073095
5815663,a,1547970655
5815081,a,1547730677
5813723,a,1547474309
5812462,a,1547113232
5811977,a,1546966297
5811201,a,1546846478
5806545,a,1544860015
5806448,a,1544791436
5806157,a,1544709769
5805963,a,1544690065
5800046,a,1542882340
5797815,a,1542206096
5795099,a,1541498536
5791413,a,1540413471
5790346,a,1540192085
5789570,a,1539864956
5784138,a,1538381676
5782877,a,1537938936
5781907,a,1537548264
5777057,a,1536155615
5745241,a,1534152618
5717111,a,1532606536
5715753,a,1532515199
5659105,a,1528906288
5613127,a,1525946669
5484893,a,1518102561
5484796,a,1518102070
5131716,a,1508921825
